Text	Category
Taşınmazın mülkiyet, kullanım veya sözleşme sürecinde kamu alanı işgali için tahakkuk nedeniyle mağduriyet yaşanıyor. Mülkiyet veya kullanım durumu netleşmediği için vatandaş işlem yapamıyor. Mülkiyet, kullanım, bedel veya sözleşme durumunun resmi olarak açıklanmasını talep ediyoruz.	Ecrimisil
Küçük köprü tabliyesinde çökme görülmesi. Yerleşim alanının ana bağlantı noktasında küçük köprü tabliyesinde çökme görülmesi nedeniyle mağduriyet yaşanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Köprü, Menfez ve İstinat
Belediye personeli kaba davrandı. Belediye hizmet biriminde hizmet birimindeki görevli soruları dinlemeden olumsuz ve kırıcı konuştu. Olayın incelenmesini ve tarafıma açıklayıcı geri dönüş yapılmasını istiyorum. İşlem ilerlemiyor ve vatandaş zaman kaybediyor.	Kurumsal İletişim
Kayıt ve etkinlik döneminde dil veya bilgisayar kursu başvurusu nedeniyle mağduriyet yaşanıyor. Bu durum iki haftadır sonuçlanmadı. Kontenjan, mekân veya duyuru eksikliği katılımı azaltıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Program, kayıt ve kullanım koşullarının düzenlenmesini istiyoruz.	Kurs ve Eğitim
Ekonomik veya sosyal açıdan zor durumda olan hanede yakacak veya nakdi yardım talebi. Ekonomik veya sosyal açıdan zor durumda olan hanede yakacak veya nakdi yardım talebi nedeniyle mağduriyet yaşanıyor. Mevcut koşullar çocukların, yaşlıların veya bakım ihtiyacı olan bireylerin yaşamını etkiliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Sosyal Yardım
Otopark ödeme cihazı arızalı. Hastane ve iş merkezi yakınındaki otopark tesisinde kart ve nakit ödeme sistemi çalışmadığı için çıkış yapılamıyor. Giriş, çıkış ve ödeme işlemleri aksıyor. Arızanın giderilmesini ve hizmet düzeninin iyileştirilmesini istiyorum.	Otopark
Vatandaşlar ekili tarla ve bahçelere su sağlayan kırsal hatta sulama sırasının düzensiz uygulanması konusunda destek talep ediyor. Yaklaşık bir aydır aynı problem yaşanıyor. Kaçak veya tıkanıklık nedeniyle su üretim alanlarına düzenli ulaşmıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Tarımsal suyun parsellere düzenli ve adil biçimde ulaştırılmasını talep ediyoruz.	Tarımsal Sulama
Çocukların ve ailelerin sık kullandığı açık alanda iş yerinden gece yüksek ses gelmesi nedeniyle mağduriyet yaşanıyor. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Sorun sıcak hava ve yağışla birlikte daha geniş bir alana yayılıyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz.	Gürültü Kirliliği
Erciş tarafında vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada dönüşüm sınırının öğrenilmek istenmesi konusu çözüm bekliyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. İşlemin hangi aşamada olduğu bilinmediği için başvuru ilerlemiyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	Kentsel Dönüşüm
Başvurumuz belediye tesisindeki internet kullanımında görülen kamusal internet kapsamasının olmaması hakkındadır. Son günlerde sorun belirgin biçimde arttı. Dijital kanal çalışmadığı için vatandaş fiziksel olarak kuruma gitmek zorunda kalıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Hesap, uygulama veya ağ bağlantısının kontrol edilmesini talep ediyoruz.	İnternet ve Ağ Hizmetleri
Kadın danışma desteği istenmesi. Başvurumuz çocuk, kadın, yaşlı veya engelli bireyin bulunduğu ailede görülen kadın danışma desteği istenmesi hakkındadır. Mevcut koşullar çocukların, yaşlıların veya bakım ihtiyacı olan bireylerin yaşamını etkiliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kadın ve Aile Desteği
Taksi sürücüsünün davranışı şikâyet ediliyor. Taksi ve minibüslerin yoğun kullandığı bölgede taksi sürücüsü yolcuya karşı kaba davranıyor ve güzergâhı uzatıyor. Ücret, güzergâh ve çalışma düzeni konusunda sorun yaşanıyor. Ticari aracın ve sürücünün çalışma kuralları yönünden denetlenmesini istiyorum.	Ticari Taşımacılık
Edremit ilçesinde muhtar ve mahalle sakinlerinin ortak başvurusunda muhtarlık hizmetlerine destek istenmesi. Son günlerde sorun belirgin biçimde arttı. Koordinasyon eksikliği saha çalışmasının planlanmasını geciktiriyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Mahalle ihtiyacının bütüncül biçimde değerlendirilmesini talep ediyoruz.	Muhtarlık Talepleri
Binaya kaçak kat çıkılıyor. Mevcut binanın çatı ve bahçe bölümünde mevcut yapının üzerine ruhsat bilgisi bulunmayan yeni kat yapılıyor. Kaçak bölüm varsa gerekli işlemin yapılmasını istiyorum. Bu talep iş yeri açma ruhsatı değil, yapılaşmanın imar mevzuatına uygunluğuyla ilgilidir.	Kaçak Yapı
Mahalle sakinlerinin sosyal faaliyet ihtiyacında sergi veya tiyatroya katılım sorunu nedeniyle mağduriyet yaşanıyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Vatandaşlar programa katılamıyor veya gerekli bilgiye zamanında ulaşamıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Program, kayıt ve kullanım koşullarının düzenlenmesini istiyoruz.	Etkinlikler
Vatandaşlar araç ve yaya trafiğinin birlikte yoğun olduğu kesimde kar küreme sonrası bina girişinin kapanması konusunda destek talep ediyor. Son günlerde sorun belirgin biçimde arttı. Yağışlı ve yoğun saatlerde sorun daha tehlikeli hale geliyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Saha ekibinin yerinde inceleme yaparak gerekli bakım ve onarımı tamamlamasını istiyoruz.	Kar ve Buzlanma
İzinsiz büyük reklam tabelası asıldı. Bina cephesine belediye izni bulunmadığı düşünülen büyük tabela yerleştirildi. Kavşak ve yaya geçidi yakınında bu nedenle sorun daha belirgin hâle geliyor. Tabela güvenlik riski ve görüntü kirliliği oluşturuyor. Reklam ve tabela izinlerinin kontrol edilmesini talep ediyoruz.	Reklam ve Tabela Denetimi
Vatandaşlar sağlık hizmetine erişimi sınırlı vatandaşta mobil sağlık hizmeti istenmesi konusunda destek talep ediyor. Yaklaşık bir aydır aynı problem yaşanıyor. Gecikme sağlık durumunun kötüleşmesine veya randevunun kaçırılmasına yol açabilir. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Vatandaşa hizmet kapsamı ve süreç hakkında açık bilgi verilmesini rica ediyoruz.	Sağlık Hizmetleri
Mahalle ölçeğinde hizmet planlaması yapılırken muhtarın belediye birimine ulaşamaması nedeniyle mağduriyet yaşanıyor. Mahalle ölçeğindeki ihtiyaçlar tek tek ele alındığı için kalıcı çözüm oluşmuyor. Resmi başvuruya geri dönüş yapılmasını ve çalışma planının paylaşılmasını rica ediyoruz.	Muhtar İletişimi
Kanalizasyon taşıyor. Yaya ve araç trafiğinin bulunduğu noktada atık su rögar üzerinden sokağa akıyor. Atık su arızasının acilen giderilmesini istiyorum. Kötü koku, hijyen ve sağlık riski oluşuyor.	Kanalizasyon, Rögar ve Atık Su
Vatandaşlar başvuru sahibinin resmi dosyasında çekme mesafelerinin sorulması konusunda destek talep ediyor. Yaklaşık bir aydır aynı problem yaşanıyor. Farklı kaynaklardan çelişkili bilgi alındığı için konu netleştirilemiyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	İmar Durumu
Yeni doğmuş yavru köpekler var. Sahipsiz hayvanların yoğun bulunduğu bölgede anne ve yavrular açık alanda korunmasız durumda. Bu talep park sulaması değil, sahipsiz hayvanların korunması ve bakımına yöneliktir. Veteriner ekiplerinin hayvanları kontrol etmesini talep ediyoruz.	Sahipsiz Hayvan
Parkta yabani otlar çoğaldı. Meydan çevresindeki bitkilendirme alanında yeşil alan bakımı uzun süredir yapılmamış. Bitki ve çimlerin korunması için ekiplerin müdahale etmesini rica ediyoruz. Bu sorun tarımsal sulama değil, kent içindeki park ve yeşil alan bakımıyla ilgilidir.	Yeşil Alan ve Sulama
Vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada tamamlanan binaya kullanım izni alınamaması nedeniyle mağduriyet yaşanıyor. Son günlerde sorun belirgin biçimde arttı. İşlemin hangi aşamada olduğu bilinmediği için başvuru ilerlemiyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Başvuru sahibine resmi ve anlaşılır bir geri dönüş yapılmasını rica ediyoruz.	Yapı Ruhsatı ve İskân
Çaldıran ilçesinde randevu ve bakım planlaması sırasında yaşlı hastanın evde sağlık ihtiyacı. Yaklaşık bir aydır aynı problem yaşanıyor. Hasta ve yakınları uygun araç veya destek bulunmadığından zorlanıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Vatandaşa hizmet kapsamı ve süreç hakkında açık bilgi verilmesini rica ediyoruz.	Evde Bakım
Çocukların, ailelerin ve yaşlıların kullandığı kamusal alanda kent girişinde estetik düzenleme ihtiyacı. Kırık veya bakımsız unsurlar yaralanma ve düşme riski oluşturuyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Peyzaj ve Kent Estetiği
Özalp ilçesinde e-belediye hesabı ve dijital hizmet ekranında kamusal kablosuz ağın çalışmaması. Ödeme, sorgulama veya belge işlemi yarıda kalıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	İnternet ve Ağ Hizmetleri
Çatı ve yol suyu sokağa akıyor. Yüzey drenajı olmadığı için su belirli noktada toplanıyor. Bina girişleri ve yol seviyesinin düşük olduğu noktada bu nedenle sorun daha belirgin hâle geliyor. Araç ve yaya geçişi zorlaşıyor, binalar su alma riski yaşıyor. Yağmur suyu sisteminin kapasite ve arıza yönünden incelenmesini istiyorum.	Yağmur Suyu ve Drenaj
Bahçelere su dağıtımı kesildi. Üreticilerin kullandığı tarımsal su hattında akış yok. Yaz üretim döneminde bu nedenle sorun daha belirgin hâle geliyor. Ekinler susuz kaldığı için ürün kaybı riski oluşuyor. Sulama programı ve altyapının kontrol edilmesini rica ediyoruz.	Tarımsal Sulama
Fiber çalışması sonrası kaldırım bozuk. Yoğun kullanılan yaya güzergâhında kablo kazısından sonra taşlar yerine düzgün yerleştirilmemiş. Yol ve kaldırım güvenli biçimde kullanılamıyor. Çalışma alanının kontrol edilerek gerekli güvenlik önlemlerinin alınmasını rica ediyoruz.	Kazı ve Altyapı
Vatandaşlar gün boyunca yoğun kullanılan açık alanda park zemininin güvenli olmaması konusunda destek talep ediyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Kamusal alanın görünümü ve kullanım kalitesi belirgin biçimde bozuluyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Bakım, onarım ve çevre düzenlemesinin yerinde yapılmasını istiyoruz.	Park ve Oyun Alanı
Üreticilerin ortak kullandığı tarımsal sulama kanalında sulama sırasının düzensiz uygulanması nedeniyle mağduriyet yaşanıyor. Sorun yaklaşık üç gündür devam ediyor. Ekinler ve bahçeler susuz kaldığı için ürün kaybı riski oluşuyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Tarımsal suyun parsellere düzenli ve adil biçimde ulaştırılmasını talep ediyoruz.	Tarımsal Sulama
Mahalleye çocuk parkı yapılsın. Okul yakınındaki açık alanda çocukların güvenle oynayabileceği bir oyun alanı bulunmuyor. Bu talep spor kursu veya ağaç budamasıyla değil, park ve oyun ekipmanlarıyla ilgilidir. Hasarlı ekipmanların yenilenmesini istiyorum.	Park ve Oyun Alanı
Taşınmazın hukuki ve idari durumunun netleşmesi gereken aşamada kira süresinin uzatılması. Taşınmazın satışı, kullanımı veya devri beklemek zorunda kalıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kira ve Tahsis
Anne ve çocuk programı sorulması. Başvurumuz temel yaşam koşullarını sürdürmekte zorlanan kişide görülen anne ve çocuk programı sorulması hakkındadır. Vatandaş hangi sosyal hizmete başvuracağını bilemediği için yardım alamıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kadın ve Aile Desteği
Vatandaşlar taşınmazın hukuki ve idari durumunun netleşmesi gereken aşamada parselin kamu projesine ayrılması konusunda destek talep ediyor. Yaklaşık bir aydır aynı problem yaşanıyor. Bedel, sözleşme veya hak sahipliği belirsizliği mağduriyet oluşturuyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Dosyanın ve taşınmaz kayıtlarının incelenmesini istiyoruz.	Kamulaştırma
Başvurumuz vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada görülen projenin yangın önlemlerinin değerlendirilmesi hakkındadır. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Diğer resmi işlemler bu dosyanın sonuçlanmasını beklediği için süreç uzuyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	İtfaiye Uygunluk İşlemleri
Muradiye ilçesinde yalnız yaşayan veya destek ağı bulunmayan vatandaşta anne ve çocuk programı sorulması. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Mevcut koşullar çocukların, yaşlıların veya bakım ihtiyacı olan bireylerin yaşamını etkiliyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Sosyal hizmet ekibinin ihtiyaç değerlendirmesi yapmasını istiyoruz.	Kadın ve Aile Desteği
Kamusal alan kasalarla kapatılıyor. Sebze ve içecek kasaları kaldırım boyunca dizilmiş. Engelli bireylerin de kullandığı kaldırımda bu nedenle sorun daha belirgin hâle geliyor. Kamusal alan özel kullanım nedeniyle işlevini kaybediyor. Ekiplerin yerinde kontrol yaparak kamusal alan düzenini sağlamasını rica ediyoruz.	Kaldırım ve Kamusal Alan İşgali
Yeni yapıya adres verilmemesi. Başvurumuz vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada görülen yeni yapıya adres verilmemesi hakkındadır. Farklı kaynaklardan çelişkili bilgi alındığı için konu netleştirilemiyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Numarataj ve Adres
Reklam panosu kaldırıma taşmış. Büyük tanıtım panosu ortak kullanım alanını işgal ediyor. Kavşak ve yaya geçidi yakınında bu nedenle sorun daha belirgin hâle geliyor. Reklamın izin ve ölçü şartlarına uygun olup olmadığı bilinmiyor. Reklam ve tabela izinlerinin kontrol edilmesini talep ediyoruz.	Reklam ve Tabela Denetimi
İpekyolu tarafında taşınmazın hukuki ve idari durumunun netleşmesi gereken aşamada kamulaştırmasız el atma iddiası konusu çözüm bekliyor. Sorun yaklaşık üç gündür devam ediyor. Taşınmazın satışı, kullanımı veya devri beklemek zorunda kalıyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Dosyanın ve taşınmaz kayıtlarının incelenmesini istiyoruz.	Kamulaştırma
Başvurumuz sabah ve akşam yoğunluğunda kullanılan ulaşım hattında görülen online yüklemenin karta geçmemesi hakkındadır. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Yoğun saatlerde güvenlik ve erişilebilirlik sorunu daha belirgin hale geliyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Ulaşım düzeninin saha verileri dikkate alınarak yeniden değerlendirilmesini istiyoruz.	Ulaşım Kartı
Sağlık ve hijyen açısından müdahale gereken bölgede kontrol randevusu için nakil aracı. Sağlık ve hijyen açısından müdahale gereken bölgede kontrol randevusu için nakil aracı nedeniyle mağduriyet yaşanıyor. Hasta ve yakınları uygun araç veya destek bulunmadığından zorlanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Hasta Nakli
